kinetics example 1: constant-pressure ignition,
time (s),Temperature (K),Density (kg/m3),Pressure (Pa),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,
0.0009,2662.91,0.109624,101325,0.0325055,0.00902608,0.00337033,0.0116499,0.0189518,0.277022,4.06869e-06,2.94196e-07,-1.06311e-32,-8.99088e-34,-5.93434e-33,-9.25831e-34,-8.02708e-32,-1.79511e-31,-2.19267e-28,-2.7864e-28,2.8586e-33,9.37457e-33,8.18941e-34,-9.29363e-35,-3.08405e-35,1.95015e-46,7.97657e-45,1.6877e-48,2.21517e-48,1.43735e-48,1.2879e-49,3.33444e-44,-1.59854e-44,-3.26677e-45,3.4926e-07,4.7609e-08,1.10788e-08,1.09862e-08,1.91052e-08,0.00086546,1.53966e-07,2.59227e-07,5.79391e-08,-5.12781e-34,-4.689e-32,-9.7595e-37,1.57982e-37,-1.46753e-33,-4.68819e-34,-1.9126e-32,-2.67897e-33,0.646604,0,2.32006e-64,1.44618e-65,-4.42625e-49,1.01312e-48,
0.00091,2663.05,0.109619,101325,0.0324975,0.00901799,0.00336657,0.0116401,0.0189435,0.277043,4.06679e-06,2.94229e-07,-6.43137e-32,-4.8576e-33,-1.33217e-32,-1.03746e-33,-4.40479e-32,1.28047e-31,-2.25635e-28,-2.81861e-28,-8.62937e-33,-4.84116e-32,-9.54423e-35,8.4376e-35,-3.31682e-34,-1.91014e-46,-9.4316e-45,3.48978e-48,1.43217e-47,5.84332e-48,2.3295e-49,-4.685e-44,3.64589e-45,4.32888e-45,3.51379e-07,4.79914e-08,1.11896e-08,1.11031e-08,1.90895e-08,0.000880968,1.56755e-07,2.5944e-07,5.892e-08,-1.1451e-33,-6.3552e-32,-3.27221e-37,-3.09417e-37,-4.39358e-33,-8.93668e-34,-2.19436e-32,-3.66696e-33,0.646605,0,-3.43729e-64,-2.008e-65,-3.51664e-49,6.82038e-48,
0.00092,2663.18,0.109615,101325,0.0324906,0.00901061,0.00336306,0.0116308,0.0189357,0.277061,4.06492e-06,2.94252e-07,1.57261e-31,1.62119e-32,4.17408e-32,5.39626e-33,2.6753e-31,7.70032e-32,-2.18933e-28,-2.84387e-28,1.07725e-32,3.51738e-32,-5.50195e-33,4.16366e-34,1.21923e-33,2.47667e-46,1.23068e-44,-4.76853e-48,-2.07847e-47,-5.48369e-48,-1.77514e-49,7.50266e-44,-1.3614e-45,-6.75416e-45,3.53487e-07,4.83711e-08,1.12992e-08,1.12185e-08,1.90751e-08,0.00089645,1.59535e-07,2.59635e-07,5.98982e-08,1.46317e-33,6.95313e-32,1.37452e-36,2.69504e-36,4.91152e-33,1.05205e-33,2.12555e-32,3.71424e-33,0.646606,0,5.40608e-64,3.0924e-65,2.77668e-49,-8.74248e-48,
0.00093,2663.29,0.109612,101325,0.0324846,0.00900387,0.00335978,0.0116219,0.0189283,0.277078,4.06308e-06,2.94265e-07,-1.35674e-31,-9.14743e-33,7.2292e-33,-7.00595e-34,1.04946e-31,2.10723e-31,-2.15932e-28,-2.81261e-28,-1.04766e-32,1.6224e-32,6.84096e-33,3.01245e-34,3.79673e-34,-2.53543e-46,-1.13191e-44,-3.75791e-48,-1.41017e-47,-2.29274e-47,-1.27659e-48,-1.0741e-43,-1.01227e-44,9.32606e-45,3.55584e-07,4.87481e-08,1.14077e-08,1.13325e-08,1.9062e-08,0.000911906,1.62306e-07,2.59812e-07,6.08737e-08,-4.43101e-34,-1.45369e-32,6.29751e-36,-1.57262e-36,-3.77828e-33,-7.56613e-34,-4.53265e-33,8.7954e-35,0.646606,0,-4.80228e-64,-3.24789e-65,5.66537e-49,-2.38006e-48,
0.00094,2663.39,0.109609,101325,0.0324795,0.00899771,0.0033567,0.0116134,0.0189213,0.277093,4.06127e-06,2.9427e-07,4.71067e-33,1.3034e-33,-2.73191e-32,-2.57513e-33,-2.60685e-31,-2.29361e-31,-2.18968e-28,-2.80818e-28,-4.58476e-33,-6.58279e-32,-5.3719e-33,-2.59454e-34,-1.19798e-33,3.10756e-46,1.47476e-44,1.84596e-47,7.5074e-47,3.91933e-47,1.46692e-48,1.22695e-43,2.62937e-44,-1.13559e-44,3.5767e-07,4.91226e-08,1.15152e-08,1.14452e-08,1.90499e-08,0.000927336,1.65069e-07,2.59973e-07,6.18467e-08,6.97715e-33,1.38193e-31,-5.83892e-36,-1.5799e-36,-1.74495e-33,2.31191e-33,1.98182e-32,7.33508e-33,0.646605,0,-2.44073e-65,2.06487e-65,-4.58945e-51,8.6455e-48,
0.00095,2663.48,0.109607,101325,0.0324751,0.00899208,0.00335382,0.0116052,0.0189146,0.277107,4.05948e-06,2.94267e-07,-3.72086e-32,-4.03198e-33,-1.15858e-32,-1.56581e-33,-9.03327e-32,-6.42492e-32,-2.24719e-28,-2.83471e-28,-2.2585e-33,5.88038e-33,2.27801e-34,-1.00001e-34,-1.55889e-34,-2.72125e-47,-1.8511e-46,-2.94709e-48,-8.14403e-48,1.61213e-48,1.23142e-50,1.01753e-45,-7.17056e-45,-5.35714e-46,3.59746e-07,4.94948e-08,1.16217e-08,1.15566e-08,1.90389e-08,0.000942739,1.67823e-07,2.60121e-07,6.28171e-08,5.02627e-37,-1.01275e-31,-4.81763e-37,2.75419e-37,-4.92448e-33,-1.19503e-33,-2.30621e-32,-4.24477e-33,0.646604,0,5.42015e-65,4.58044e-66,-2.17596e-49,-5.73311e-49,
0.00096,2663.56,0.109604,101325,0.0324714,0.00898693,0.0033511,0.0115973,0.0189082,0.27712,4.05772e-06,2.94257e-07,-1.21602e-31,-1.19183e-32,-3.45674e-32,-4.31102e-33,-2.65589e-31,-2.93505e-31,-2.32067e-28,-2.87455e-28,-8.40995e-33,-5.79264e-32,1.33592e-33,1.15044e-34,-4.33914e-34,8.86987e-47,3.04722e-45,7.93681e-48,3.39329e-47,8.37615e-48,4.42805e-49,1.4144e-44,1.19285e-44,-9.59357e-46,3.61813e-07,4.98648e-08,1.17273e-08,1.1667e-08,1.90287e-08,0.000958116,1.70568e-07,2.60255e-07,6.3785e-08,-4.19834e-33,-2.21285e-32,-2.9893e-36,-1.07606e-36,3.30127e-33,4.29584e-34,-1.21149e-32,-3.92784e-33,0.646602,0,-2.36485e-64,-1.12802e-65,3.08534e-50,2.21796e-48,
0.00097,2663.63,0.109603,101325,0.0324683,0.00898221,0.00334853,0.0115897,0.0189021,0.277131,4.05598e-06,2.94241e-07,1.07798e-31,2.5342e-32,8.16242e-32,1.02634e-32,6.35545e-31,7.10117e-31,-2.22682e-28,-2.90628e-28,2.41759e-32,1.95191e-31,-5.80663e-33,5.60463e-34,3.80939e-36,-2.05205e-47,4.74266e-46,-5.44857e-48,-2.4425e-47,-4.06719e-48,-7.65411e-49,2.22488e-44,-7.89932e-45,-2.54944e-45,3.63871e-07,5.02328e-08,1.18321e-08,1.17763e-08,1.90194e-08,0.000973466,1.73306e-07,2.60379e-07,6.47506e-08,1.26431e-32,1.4979e-31,9.68984e-36,-1.93172e-36,-6.15036e-33,4.38033e-34,2.75251e-32,1.33643e-32,0.6466,0,2.98895e-64,2.71932e-65,1.26259e-50,-3.93212e-48,
0.00098,2663.69,0.109601,101325,0.0324658,0.00897789,0.0033461,0.0115824,0.0188962,0.277141,4.05426e-06,2.94219e-07,-9.84358e-33,-2.30725e-32,-1.16471e-31,-1.42257e-32,-9.23541e-31,-7.89561e-31,-2.22678e-28,-2.8759e-28,-2.03011e-32,-2.33565e-31,-1.44686e-32,-6.21958e-34,-1.37309e-33,-1.1121e-46,-6.75616e-45,1.21072e-47,3.29769e-47,2.42444e-47,1.60487e-48,-7.85573e-44,-1.2009e-44,9.79853e-45,3.6592e-07,5.05988e-08,1.19361e-08,1.18846e-08,1.90108e-08,0.000988789,1.76035e-07,2.60492e-07,6.57137e-08,9.80767e-34,-6.45179e-32,-1.24575e-35,-4.57059e-36,-6.17336e-33,-7.47513e-34,-2.2105e-32,-4.47335e-33,0.646597,0,9.78472e-66,-1.54565e-65,5.0348e-49,3.73578e-47,
0.00099,2663.74,0.1096,101325,0.0324638,0.00897392,0.0033438,0.0115753,0.0188906,0.27715,4.05256e-06,2.94192e-07,3.2762e-32,1.57201e-33,-4.43899e-33,6.46503e-34,1.30629e-32,1.49666e-31,-2.41265e-28,-2.92444e-28,-4.50811e-33,-7.08793e-32,-5.34679e-33,-3.28584e-34,-1.98151e-34,-1.18477e-47,-5.02071e-46,-1.97085e-48,-9.16723e-49,4.3059e-48,2.75687e-49,4.17231e-45,2.44019e-45,-4.95179e-46,3.67961e-07,5.0963e-08,1.20395e-08,1.1992e-08,1.90029e-08,0.00100409,1.78756e-07,2.60595e-07,6.66746e-08,-1.12592e-33,6.88406e-32,-2.72312e-36,-1.08372e-36,-1.89466e-33,1.08466e-33,1.40286e-32,2.11189e-33,0.646594,0,-5.26941e-65,-5.09957e-66,-1.88726e-49,-8.29823e-48,
0.001,2663.78,0.109599,101325,0.0324622,0.00897028,0.00334162,0.0115684,0.0188852,0.277158,4.05088e-06,2.9416e-07,6.18074e-32,-4.55745e-34,-9.29109e-33,-2.39508e-33,-1.19432e-31,-1.5016e-31,-2.27439e-28,-2.98308e-28,-6.77212e-33,-5.13282e-32,1.48738e-33,1.39524e-34,6.77859e-35,-3.6083e-48,-3.60847e-46,3.87343e-48,1.42861e-47,1.40672e-48,-1.72391e-49,-1.83085e-44,-5.68187e-45,2.44974e-45,3.69994e-07,5.13254e-08,1.21421e-08,1.20986e-08,1.89955e-08,0.00101936,1.8147e-07,2.6069e-07,6.76332e-08,3.86766e-33,1.33201e-31,2.04799e-36,-8.06167e-37,1.76518e-33,1.43884e-33,4.16623e-32,8.13684e-33,0.64659,0,-1.39056e-64,-5.69749e-66,-3.49964e-50,3.69938e-48,
