kinetics example 1: constant-pressure ignition,
time (s),Temperature (K),Density (kg/m3),Pressure (Pa),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,
0,1001,0.257549,101325,0.285714,0,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
1e-05,1001,0.257549,101325,0.285714,3.17862e-10,3.13093e-11,0.142857,1.0686e-11,2.14233e-10,4.83708e-10,4.76524e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.87262e-25,6.36401e-24,2.70258e-25,1.13985e-25,1.05436e-16,1.44368e-23,4.29597e-31,1.37437e-17,3.2141e-25,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
2e-05,1001,0.257549,101325,0.285714,7.98803e-10,8.4295e-11,0.142857,2.80523e-11,1.06628e-09,1.42047e-09,2.51383e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9567e-24,6.63734e-23,4.17169e-24,3.529e-24,2.64996e-16,1.50195e-22,2.28864e-29,7.14872e-17,4.95878e-24,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
3e-05,1001,0.257549,101325,0.285714,1.54163e-09,1.66128e-10,0.142857,5.48746e-11,2.90721e-09,3.05532e-09,7.38489e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0001e-24,3.02023e-22,2.20621e-23,2.70557e-23,5.1144e-16,7.26463e-22,3.1772e-28,1.9798e-16,2.62173e-23,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
4e-05,1001,0.257549,101325,0.285714,2.68935e-09,2.9256e-10,0.142857,9.63177e-11,6.27568e-09,5.76808e-09,1.70536e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07027e-23,1.01695e-21,7.98687e-23,1.2306e-22,8.92214e-16,2.59594e-21,2.5598e-27,4.30936e-16,9.48966e-23,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
5e-05,1001,0.257549,101325,0.285714,4.46314e-09,4.87956e-10,0.142857,1.60371e-10,1.20049e-08,1.01461e-08,3.45555e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79731e-23,2.96411e-21,2.42104e-22,4.3272e-22,1.4807e-15,7.93284e-21,1.54983e-26,8.28683e-16,2.87631e-22,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
6e-05,1001,0.257549,101325,0.285714,7.20506e-09,7.8999e-10,0.142857,2.59394e-10,2.13832e-08,1.70973e-08,6.4585e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92239e-23,7.98784e-21,6.67382e-22,1.31661e-21,2.39037e-15,2.21401e-20,7.9101e-26,1.4814e-15,7.92834e-22,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
7e-05,1001,0.257549,101325,0.285714,1.14441e-08,1.25693e-09,0.142857,4.12507e-10,3.64035e-08,2.80254e-08,1.14409e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66669e-23,2.05673e-20,1.74192e-21,3.67149e-21,3.79674e-15,5.84486e-20,3.62212e-25,2.52854e-15,2.06927e-21,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
8e-05,1001,0.257549,101325,0.285714,1.79986e-08,1.97892e-09,0.142857,6.49313e-10,6.01487e-08,4.51004e-08,1.95287e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38269e-23,5.15224e-20,4.40029e-21,9.69504e-21,5.97131e-15,1.48983e-19,1.54528e-24,4.18575e-15,5.22701e-21,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
9e-05,1001,0.257549,101325,0.285714,2.8135e-08,3.09543e-09,0.142857,1.01567e-09,9.73904e-08,7.16767e-08,3.24697e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16545e-22,1.26899e-19,1.08946e-20,2.47251e-20,9.33423e-15,3.71323e-19,6.28959e-24,6.78661e-15,1.2941e-20,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
0.0001,1001,0.257549,101325,0.285714,4.38138e-08,4.82239e-09,0.142857,1.58268e-09,1.55516e-07,1.12939e-07,5.29826e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85308e-22,3.09268e-19,2.66383e-20,6.16528e-20,1.45359e-14,9.12186e-19,2.48003e-23,1.08471e-14,3.16402e-20,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
0.00011,1001,0.257548,101325,0.285714,6.80726e-08,7.49432e-09,0.142857,2.46079e-09,2.45976e-07,1.76899e-07,8.53109e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01733e-22,7.48805e-19,6.46276e-20,1.51514e-19,2.25842e-14,2.22021e-18,9.57339e-23,1.71659e-14,7.67576e-20,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
0.00012,1001,0.257548,101325,0.285714,1.05623e-07,1.163e-08,0.142857,3.82198e-09,3.86536e-07,2.75937e-07,1.36112e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19319e-22,1.80587e-18,1.56049e-19,3.68891e-19,3.50424e-14,5.37249e-18,3.64338e-22,2.69795e-14,1.85318e-19,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
0.00013,1001,0.257548,101325,0.285714,1.63787e-07,1.80355e-08,0.142856,5.93505e-09,6.04817e-07,4.29171e-07,2.15912e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.95421e-22,4.34569e-18,3.75759e-19,8.92869e-19,5.43394e-14,1.29551e-17,1.3735e-21,4.22044e-14,4.46168e-19,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
0.00014,1001.01,0.257548,101325,0.285713,2.53971e-07,2.79663e-08,0.142856,9.22258e-09,9.43896e-07,6.66109e-07,3.41536e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25144e-21,1.04485e-17,9.03632e-19,2.15352e-18,8.42604e-14,3.11829e-17,5.14574e-21,6.58139e-14,1.07269e-18,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
0.00015,1001.01,0.257547,101325,0.285712,3.94025e-07,4.33857e-08,0.142855,1.43547e-08,1.47126e-06,1.03226e-06,5.4032e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13378e-21,2.51287e-17,2.17281e-18,5.18468e-18,1.30727e-13,7.5021e-17,1.92019e-20,1.02432e-13,2.57835e-18,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
0.00016,1001.01,0.257546,101325,0.285711,6.12052e-07,6.7383e-08,0.142855,2.24081e-08,2.29337e-06,1.59769e-06,8.57674e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94116e-20,6.05228e-17,5.22994e-18,1.24768e-17,2.03066e-13,1.80626e-16,7.14867e-20,1.59267e-13,6.20246e-18,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,
0.00017,1001.02,0.257544,101325,0.28571,9.52726e-07,1.04864e-07,0.142853,3.51452e-08,3.57999e-06,2.47002e-06,1.37127e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74196e-20,1.46196e-16,1.26183e-17,3.00507e-17,3.161e-13,4.35829e-16,2.6585e-19,2.47615e-13,1.49511e-17,0,0,0,0,0,0,0,0,0.57143,0,0,0,0,0,
0.00018,1001.03,0.257542,101325,0.285707,1.48808e-06,1.63725e-07,0.142851,5.55299e-08,5.60601e-06,3.81392e-06,2.21886e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46628e-19,3.54887e-16,3.05707e-17,7.25456e-17,4.93739e-13,1.0558e-15,9.88664e-19,3.85299e-13,3.61715e-17,0,0,0,0,0,0,0,0,0.571431,0,0,0,0,0,
0.00019,1001.05,0.257538,101325,0.285703,2.3367e-06,2.56939e-07,0.142848,8.87316e-08,8.82681e-06,5.87967e-06,3.6549e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.31867e-19,8.68279e-16,7.45639e-17,1.75874e-16,7.7535e-13,2.57454e-15,3.68063e-18,6.00743e-13,8.80297e-17,0,0,0,0,0,0,0,0,0.571432,0,0,0,0,0,
0.0002,1001.08,0.257532,101325,0.285696,3.6997e-06,4.06434e-07,0.142842,1.44206e-07,1.40212e-05,9.04321e-06,6.16907e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62094e-18,2.15055e-15,1.83793e-16,4.29341e-16,1.22771e-12,6.34405e-15,1.37331e-17,9.4001e-13,2.16228e-16,0,0,0,0,0,0,0,0,0.571434,0,0,0,0,0,
0.00021,1001.12,0.257521,101325,0.285686,5.93224e-06,6.50778e-07,0.142834,2.40291e-07,2.25797e-05,1.38569e-05,1.07376e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45486e-17,5.42775e-15,4.6046e-16,1.05968e-15,1.96884e-12,1.58915e-14,5.14231e-17,1.47953e-12,5.38713e-16,0,0,0,0,0,0,0,0,0.571437,0,0,0,0,0,
0.00022,1001.2,0.257502,101325,0.285668,9.69594e-06,1.06144e-06,0.14282,4.15011e-07,3.71272e-05,2.10969e-05,1.93491e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12628e-17,1.40973e-14,1.1826e-15,2.6605e-15,3.21875e-12,4.08403e-14,1.93484e-16,2.3505e-12,1.37114e-15,0,0,0,0,0,0,0,0,0.571442,0,0,0,0,0,
0.00023,1001.35,0.257469,101325,0.285638,1.63065e-05,1.77974e-06,0.142798,7.52996e-07,6.29604e-05,3.1747e-05,3.60455e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76298e-16,3.82186e-14,3.15279e-15,6.85771e-15,5.41561e-12,1.09224e-13,7.31784e-16,3.78897e-12,3.60123e-15,0,0,0,0,0,0,0,0,0.571451,0,0,0,0,0,
0.00024,1001.62,0.257405,101325,0.285582,2.85807e-05,3.10652e-06,0.142761,1.45529e-06,0.000111574,4.67215e-05,6.86619e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37615e-15,1.10271e-13,8.87743e-15,1.83965e-14,9.49987e-12,3.10649e-13,2.77268e-15,6.24687e-12,9.88568e-15,0,0,0,0,0,0,0,0,0.571465,0,0,0,0,0,
0.00025,1002.18,0.257273,101325,0.285474,5.29995e-05,5.7316e-06,0.142696,3.01922e-06,0.000209641,6.58214e-05,1.30322e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8543e-15,3.46387e-13,2.69624e-14,5.23411e-14,1.7646e-11,9.69603e-13,1.03716e-14,1.06579e-11,2.87175e-14,0,0,0,0,0,0,0,0,0.571491,0,0,0,0,0,
0.00026,1003.4,0.256984,101325,0.285248,0.000105251,1.13283e-05,0.142578,6.65113e-06,0.000421395,8.53802e-05,2.35065e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28855e-14,1.20356e-12,8.98093e-14,1.61427e-13,3.5171e-11,3.45521e-12,3.67532e-14,1.91166e-11,8.83587e-14,0,0,0,0,0,0,0,0,0.571541,0,0,0,0,0,
0.00027,1006.13,0.256332,101325,0.284752,0.000223712,2.40394e-05,0.142341,1.50333e-05,0.000898645,9.75889e-05,3.7692e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14714e-13,4.55275e-12,3.24323e-13,5.46031e-13,7.53712e-11,1.45319e-11,1.14637e-13,3.66875e-11,2.7815e-13,0,0,0,0,0,0,0,0,0.571645,0,0,0,0,0,
0.00028,1012.32,0.254865,101325,0.283617,0.000504716,5.44679e-05,0.141821,3.44812e-05,0.00199263,0.000100047,5.08044e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51635e-12,1.76117e-11,1.18594e-12,1.97269e-12,1.73188e-10,7.25141e-11,3.09853e-13,7.65309e-11,8.31351e-13,0,0,0,0,0,0,0,0,0.57187,0,0,0,0,0,
0.00029,1026.77,0.251508,101325,0.280842,0.00124137,0.000135697,0.140565,8.53433e-05,0.00463567,9.86475e-05,5.49248e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08749e-11,6.71079e-11,4.00167e-12,7.08962e-12,4.44103e-10,4.33513e-10,8.1746e-13,1.78593e-10,2.35039e-12,0,0,0,0,0,0,0,0,0.572391,0,0,0,0,0,
0.0003,1064.75,0.243113,101325,0.272607,0.00375058,0.000424173,0.136891,0.000263753,0.0122113,9.42408e-05,3.91374e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32753e-10,2.90144e-10,1.25607e-11,2.4168e-11,1.48717e-09,3.59644e-09,2.39485e-12,5.22205e-10,8.09456e-12,0,0,0,0,0,0,0,0,0.573754,0,0,0,0,0,
0.00031,1207.78,0.216208,101325,0.228226,0.0212144,0.00271072,0.11756,0.00176135,0.0496445,8.00704e-05,2.14331e-06,-7.44354e-32,2.07562e-32,-4.61321e-32,-6.81259e-33,-4.78638e-31,-9.15556e-30,8.38408e-29,4.75105e-30,-5.82377e-32,-3.48586e-30,-4.40264e-31,-1.07097e-32,-6.79098e-30,6.18016e-46,1.07204e-41,4.31632e-42,3.86807e-40,1.1524e-39,8.31918e-40,-1.0497e-43,-1.28078e-41,4.71542e-46,9.29232e-09,2.74387e-09,5.51542e-11,8.38154e-11,1.15192e-08,8.74383e-08,1.42452e-11,3.32772e-09,7.84689e-11,1.73288e-37,1.09179e-34,1.14577e-36,3.52576e-34,-1.97815e-36,8.24249e-39,-1.60366e-35,-3.09584e-37,0.578801,0,-2.23267e-57,-7.11934e-58,-8.03082e-42,-2.63546e-40,
0.00032,1718.48,0.157218,101325,0.0540803,0.0809955,0.0197608,0.0333187,0.0162757,0.196695,2.083e-05,1.74835e-06,-3.35695e-30,1.56428e-30,1.12661e-30,6.03982e-32,1.4171e-31,1.52538e-31,2.00053e-28,8.7153e-29,9.47381e-31,9.46319e-31,-1.54651e-32,-1.36429e-34,-2.03473e-33,5.69679e-35,7.0208e-33,-3.76989e-34,2.75281e-32,2.15071e-32,-1.28082e-32,7.3454e-32,5.08141e-33,7.86696e-36,1.49579e-07,3.21485e-08,2.40517e-10,5.87432e-11,8.64683e-08,9.02614e-06,8.20797e-10,5.60302e-08,2.36887e-09,-1.14466e-33,-6.10609e-32,-2.38279e-35,-1.49046e-33,4.23078e-35,-2.30945e-35,-2.33e-34,-9.2439e-35,0.598842,0,-8.40125e-51,9.66722e-54,7.71529e-34,3.74504e-32,
0.00033,1951.54,0.141063,101325,0.0544197,0.0586469,0.0166924,0.0283134,0.0207585,0.210961,1.34658e-05,7.33351e-07,-3.34968e-33,-2.36749e-35,4.38779e-35,1.04713e-35,2.45762e-34,-2.68152e-34,1.67175e-28,1.26278e-28,1.14779e-33,-1.52092e-34,8.87167e-37,-9.14267e-38,-2.14451e-36,-7.34331e-38,-5.51738e-36,-9.26964e-37,-9.2651e-36,-3.19745e-35,8.51974e-37,-6.96948e-36,-2.97194e-36,-1.30557e-38,8.95901e-08,2.92955e-08,5.13966e-10,1.6074e-10,7.85675e-08,2.3791e-05,1.95456e-09,6.38017e-08,3.90928e-09,-3.01485e-35,-3.37646e-33,-3.50607e-37,1.34338e-38,4.27709e-39,-2.78956e-36,-9.26125e-35,-4.89456e-35,0.61017,0,2.86213e-55,1.17037e-57,-2.53678e-37,-1.72577e-36,
0.00034,2082.31,0.133619,101325,0.0533223,0.0472483,0.0143937,0.025611,0.0225592,0.220124,1.03958e-05,4.85264e-07,5.05983e-33,6.57141e-35,9.93416e-36,-3.8566e-36,1.61441e-34,-1.84599e-34,1.58432e-28,1.34175e-28,9.07545e-34,2.613e-35,1.20008e-36,1.61025e-37,4.35982e-37,3.97235e-38,2.81214e-36,3.33536e-36,1.21694e-35,-7.23869e-36,4.46555e-37,-6.06952e-35,-3.7511e-37,6.32012e-39,7.41075e-08,2.56396e-08,7.05569e-10,2.56061e-10,7.03279e-08,3.50618e-05,2.81574e-09,6.75771e-08,4.56823e-09,-3.19094e-37,-8.25069e-35,-4.21301e-39,1.01423e-38,-2.99251e-38,-1.08333e-37,-3.37094e-36,-2.93667e-36,0.616695,0,7.45922e-55,3.75272e-57,9.78847e-37,2.1805e-35,
0.00035,2172.18,0.129037,101325,0.0518871,0.0399579,0.0126873,0.0237134,0.0233874,0.227069,8.62274e-06,3.82003e-07,-6.1931e-31,-4.09457e-33,-6.23951e-34,4.35166e-35,2.73955e-33,1.77327e-33,1.50406e-29,7.21706e-29,-1.41659e-33,-1.30799e-33,4.51197e-37,5.92812e-37,1.25584e-36,-2.41743e-45,-1.19064e-43,-1.99912e-44,-5.90566e-44,-1.51582e-43,7.27355e-46,-1.54187e-44,-3.93357e-44,-6.01812e-46,7.36512e-08,2.27909e-08,8.49376e-10,3.44015e-10,6.34811e-08,4.48938e-05,3.6564e-09,7.13737e-08,4.98982e-09,-1.39951e-34,-3.83968e-33,-1.27808e-37,-5.86697e-37,-2.07614e-37,-7.09426e-36,-2.27551e-34,-1.31819e-34,0.621244,0,3.9085e-63,2.2893e-65,-1.45291e-45,-3.23957e-46,
0.00036,2239.79,0.125839,101325,0.0504222,0.0347761,0.0113634,0.0222531,0.0237495,0.232674,7.46997e-06,3.27675e-07,1.96568e-33,-6.73115e-35,-1.43536e-34,-2.75968e-35,-1.08851e-33,5.2108e-34,4.04189e-29,4.59665e-29,2.14934e-34,1.44475e-35,-4.64979e-36,-6.07194e-37,6.45585e-37,-9.85942e-52,-4.25907e-50,-7.42958e-51,-3.09015e-50,-9.81444e-50,3.06021e-53,-1.90523e-50,-1.64979e-50,-2.85556e-52,7.99934e-08,2.07333e-08,9.70414e-10,4.29428e-10,5.78306e-08,5.43313e-05,4.57451e-09,7.56677e-08,5.35792e-09,-3.55689e-36,-1.1942e-34,-3.25433e-39,-6.8923e-39,-4.96495e-38,-2.83006e-37,-1.04231e-35,-3.48383e-36,0.624699,0,2.10473e-69,4.34394e-72,-6.77708e-52,9.0128e-51,
0.00037,2293.38,0.123442,101325,0.0490156,0.0308607,0.0103018,0.0210704,0.0238581,0.237366,6.67238e-06,2.95385e-07,2.59816e-30,2.28819e-31,5.37621e-31,6.56049e-33,-7.91135e-31,1.86339e-31,9.40212e-29,4.87395e-29,-7.08751e-32,-1.32329e-31,-5.20621e-33,-2.49192e-34,-1.15687e-34,-8.71906e-37,-3.40082e-35,1.61624e-35,3.02629e-35,1.21141e-35,1.17327e-37,-2.46352e-34,-1.95092e-35,-2.79434e-37,8.97056e-08,1.93277e-08,1.08489e-09,5.17344e-10,5.31134e-08,6.39134e-05,5.61885e-09,8.05857e-08,5.74364e-09,-2.49187e-34,1.73457e-32,2.52511e-37,-8.18913e-35,1.00223e-34,4.41891e-35,1.90922e-33,3.85359e-34,0.627457,0,-3.74409e-55,2.06725e-57,3.69299e-37,-9.52526e-36,
0.00038,2337.31,0.121561,101325,0.0476938,0.0277811,0.00942973,0.0200808,0.0238192,0.241386,6.09907e-06,2.74913e-07,1.04646e-32,-1.27456e-33,-7.59351e-34,1.43159e-34,2.69791e-33,2.0443e-33,1.02774e-28,7.69038e-29,1.83595e-33,2.91443e-33,5.09376e-35,2.39792e-36,7.4777e-36,3.4135e-36,1.3035e-34,5.74125e-35,1.32046e-34,8.55654e-36,-7.87307e-37,-1.97589e-34,1.76952e-34,1.22668e-36,1.01061e-07,1.84451e-08,1.20335e-09,6.12283e-10,4.91246e-08,7.39146e-05,6.8167e-09,8.61264e-08,6.17754e-09,2.06051e-35,9.18035e-34,1.50677e-38,4.43621e-37,5.96063e-36,3.39404e-36,9.24918e-35,2.93121e-35,0.629729,0,7.79242e-55,-5.12647e-56,2.58589e-36,7.63721e-35,
0.00039,2374.19,0.120038,101325,0.0464627,0.0252896,0.00870018,0.0192342,0.0236912,0.244887,5.67623e-06,2.61562e-07,-1.42113e-31,4.02947e-33,8.80038e-33,1.82513e-33,6.45494e-32,-8.38283e-32,9.57037e-29,8.40182e-29,3.78561e-33,6.69538e-33,-4.05088e-34,-2.50877e-35,-7.74796e-35,1.96449e-39,7.9513e-38,-1.49472e-38,-1.97715e-38,5.57952e-39,7.59785e-41,4.64057e-38,4.61514e-38,4.91589e-40,1.13103e-07,1.79802e-08,1.33255e-09,7.18035e-10,4.57134e-08,8.4463e-05,8.18346e-09,9.22322e-08,6.67268e-09,-1.09099e-34,5.58519e-34,7.25507e-38,-1.01882e-37,8.61234e-36,2.98761e-36,2.23147e-34,-1.03774e-35,0.631644,0,-1.52421e-57,-1.67734e-59,-5.84075e-41,9.6396e-40,
0.0004,2405.69,0.118775,101325,0.0453207,0.0232312,0.00808118,0.0184983,0.0235092,0.247973,5.35853e-06,2.52864e-07,-1.18136e-31,-1.71917e-33,1.49522e-32,2.01773e-33,1.61171e-31,-2.27873e-32,9.08166e-29,8.53553e-29,-1.40183e-32,-4.68533e-32,1.08436e-33,7.88139e-35,-3.35593e-34,6.3679e-40,1.69096e-38,-3.56861e-39,-9.33336e-39,-5.96047e-39,-1.1105e-40,2.06694e-37,5.98597e-38,1.97455e-39,1.25272e-07,1.78488e-08,1.47662e-09,8.37607e-10,4.27686e-08,9.56039e-05,9.72665e-09,9.88195e-08,7.23367e-09,-5.90492e-34,-6.41757e-33,2.99826e-37,-7.39971e-37,1.15964e-37,-2.04176e-35,-8.34004e-34,-3.02312e-34,0.633285,0,2.02764e-57,7.1325e-59,-5.23484e-41,3.01938e-39,
0.00041,2432.94,0.117709,101325,0.0442632,0.0215034,0.00755012,0.017851,0.023295,0.250716,5.11644e-06,2.47381e-07,-1.04639e-33,-1.00807e-32,-8.1339e-33,9.08283e-34,8.58803e-32,4.06433e-32,9.02377e-29,8.54426e-29,-5.88165e-34,-2.89221e-32,1.43831e-33,3.53503e-35,-2.59189e-36,2.69602e-40,8.14321e-39,5.07414e-39,8.98194e-39,-1.72592e-39,5.02063e-42,3.41892e-37,-6.07682e-38,3.43056e-39,1.37234e-07,1.79829e-08,1.63781e-09,9.73216e-10,4.02065e-08,0.000107335,1.14479e-08,1.05793e-07,7.86065e-09,-5.26972e-34,-1.32005e-32,1.75152e-37,1.84979e-38,3.84722e-36,-3.93223e-35,-1.13219e-33,-6.43697e-34,0.634708,0,4.28356e-57,1.55461e-58,3.84397e-41,-1.72109e-39,
0.00042,2456.76,0.116798,101325,0.043285,0.0200349,0.00709047,0.0172765,0.0230631,0.253171,4.92985e-06,2.44202e-07,-4.1164e-33,-3.71762e-33,-1.43702e-32,-1.02816e-33,-1.54485e-32,-6.88536e-34,9.14582e-29,8.64116e-29,-5.78999e-34,-9.92199e-33,-4.86911e-34,-5.90488e-36,-1.44809e-35,-4.65318e-40,-1.42611e-38,3.0964e-39,1.24314e-38,1.11246e-38,2.01988e-40,-5.1741e-37,-1.12505e-38,-4.4456e-40,1.4879e-07,1.83271e-08,1.81697e-09,1.12631e-09,3.7963e-08,0.000119628,1.3344e-08,1.13057e-07,8.55127e-09,6.02143e-35,4.13769e-33,3.9054e-38,-1.1465e-37,1.89745e-35,2.96097e-35,7.54907e-34,1.35749e-34,0.635954,0,-2.54362e-58,-4.32215e-60,1.96639e-41,-2.30891e-39,
0.00043,2477.73,0.116011,101325,0.0423807,0.0187742,0.00668977,0.0167633,0.0228229,0.255378,4.78461e-06,2.42715e-07,1.96561e-31,-1.27723e-31,1.28534e-31,1.15309e-32,3.04672e-31,2.56135e-32,8.94135e-29,8.74597e-29,-2.72138e-32,-9.43128e-33,9.31622e-33,4.42246e-34,7.3709e-34,1.54175e-39,7.1868e-39,-1.31248e-37,-4.12244e-37,-2.7204e-37,-4.99424e-39,1.63406e-35,2.00689e-36,9.28442e-39,1.59825e-07,1.88361e-08,2.01387e-09,1.29762e-09,3.59882e-08,0.000132441,1.54085e-08,1.20514e-07,9.30176e-09,1.88427e-34,-2.08309e-32,5.82894e-37,-3.97907e-38,3.12989e-34,6.25119e-35,-3.63752e-34,-3.54456e-34,0.637053,0,1.23612e-56,3.47673e-58,-7.68449e-40,8.86623e-38,
0.00044,2496.31,0.115325,101325,0.0415452,0.0176833,0.00633843,0.0163024,0.0225812,0.25737,4.67058e-06,2.42481e-07,-1.26872e-31,-1.35354e-33,-1.24618e-33,1.24667e-34,1.67298e-32,6.00312e-32,8.78424e-29,8.82068e-29,-4.03061e-33,-1.4143e-32,-1.57244e-33,2.73122e-36,-9.49324e-35,-2.43343e-40,-8.15467e-39,1.5127e-39,1.34089e-39,-1.42784e-39,-3.35857e-41,3.40964e-38,2.98179e-38,-4.63355e-41,1.7028e-07,1.94724e-08,2.22755e-09,1.48719e-09,3.42422e-08,0.000145724,1.76315e-08,1.28076e-07,1.01075e-08,-1.90695e-34,-3.97626e-33,-3.63813e-38,-5.11662e-37,-2.4589e-36,-2.09184e-35,-5.89951e-34,-1.78877e-34,0.638028,0,3.26565e-57,8.53647e-59,4.05317e-41,4.72432e-40,
0.00045,2512.85,0.114723,101325,0.0407737,0.0167331,0.00602889,0.0158867,0.0223426,0.259174,4.58027e-06,2.43178e-07,5.08792e-33,-6.64195e-35,-3.21658e-34,1.81711e-34,1.55652e-32,3.50997e-32,8.74409e-29,8.88733e-29,1.76749e-33,3.36268e-33,4.6959e-34,2.17378e-35,1.53986e-35,3.16285e-42,1.29086e-40,-5.19353e-41,-3.25925e-40,-3.47461e-40,-6.98079e-42,-4.09175e-38,-7.10419e-39,-4.49232e-41,1.80129e-07,2.02051e-08,2.45647e-09,1.69448e-09,3.26932e-08,0.000159428,2.00016e-08,1.35659e-07,1.09633e-08,-2.1314e-34,-2.017e-33,3.26477e-38,4.94781e-38,1.18778e-35,-1.94063e-36,-2.4728e-34,-1.1572e-34,0.638896,0,6.62511e-58,2.34481e-59,-1.14267e-42,7.50028e-41,
